订单日期,产品名称,顾客姓名,订单单号,区域,目的省份,目的城市,快递公司,产品类别,产品子类别,销售数量,销售金额,收款方式
2017/8/20,自然开心果210g,Charles McCrossin,10021266598,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,49,2200.59,应收票据
2016/1/10,西瓜子奶油味218g,Maria Bertelson,10021266600,东北,黑龙江,伊春市,顺丰,坚果炒货,磕壳坚果,3,37.152,应收账款
2017/8/7,东北红松330g,Brian DeCherney,10021266629,西北,陕西省,延安市,圆通,坚果炒货,磕壳坚果,17,637.602,预付账款
2017/5/13,多味葵花籽180g,Nora Price,10021266693,华北,河北省,承德市,顺丰,坚果炒货,磕壳坚果,35,262.5,应收账款
2016/7/21,东北红松330g,Todd Boyes,10021266696,华东,安徽省,芜湖市,中通,坚果炒货,磕壳坚果,31,1199.793,应收账款
2016/11/17,盐焗扁核仁210g,Sung Shariari,10021266710,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,15,417.105,应收票据
2016/11/17,盐焗扁核仁210g,Sung Shariari,10021266710,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,15,417.105,应收票据
2017/3/8,黑珍珠葵瓜子110g,Charles Sheldon,10021266733,华北,内蒙古,包头市,申通,坚果炒货,磕壳坚果,37,168.35,应收账款
2016/8/2,精装纸皮核桃380g,Stewart Visinsky,10021266746,华南,广西省,百色市,中通,坚果炒货,磕壳坚果,1,35.91,应收票据
2016/8/19,西瓜子话梅味218g,Kimberly Carter,10021266822,西南,云南省,昆明市,顺丰,坚果炒货,磕壳坚果,19,280.953,预付账款
2016/4/27,精装纸皮核桃380g,Deborah Brumfield,10021266866,华南,湖南省,长沙市,申通,坚果炒货,磕壳坚果,38,1394.904,应收票据
2017/8/29,甘栗仁150g,Jennifer Patt,10021266912,华南,广东省,梅州市,顺丰,坚果炒货,果果仁仁,12,151.704,应收票据
2017/12/17,精装纸皮核桃380g,Alice McCarthy,10021266926,华北,山西省,太原市,圆通,坚果炒货,磕壳坚果,50,1835.4,应收账款
2017/1/7,小米锅巴（麻辣味）90g,Yana Sorensen,10021267017,华北,山西省,长治市,申通,坚果炒货,特惠炒货,44,204.6,应收账款
2017/1/22,小米锅巴五香味90g,Tamara Chand,10021267065,华北,天津市,天津市,中通,坚果炒货,特惠炒货,39,217.62,应收账款
2017/2/27,东北红松330g,Patrick Ryan,10021267074,华南,广西省,柳州市,圆通,坚果炒货,磕壳坚果,19,742.938,应收票据
2016/3/8,炭烧腰果120g,Rose O'Brian,10021267093,华东,山东省,莱芜市,圆通,坚果炒货,果果仁仁,11,120.428,应收账款
2017/10/9,炭烧腰果238g,Carl Weiss,10021267113,华南,湖北省,黄石市,顺丰,坚果炒货,果果仁仁,50,1195,应收票据
2016/1/7,多味花生148g,Adam Hart,10021267135,华东,浙江省,台州市,顺丰,坚果炒货,特惠炒货,46,225.4,应收账款
2016/2/17,多味花生148g,Helen Abelman,10021267140,华南,湖北省,黄冈市,顺丰,坚果炒货,特惠炒货,10,44.59,应收票据
2016/2/13,奶香夏威夷果280g,Vicky Freymann,10021267155,华北,天津市,天津市,圆通,坚果炒货,磕壳坚果,42,1142.778,应收账款
2017/5/5,鱼骨青豆80g,Eric Barreto,10021267248,华东,浙江省,宁波市,圆通,坚果炒货,特惠炒货,14,127.512,预付账款
2017/1/5,烘烤薯片原味98g,Anna Andreadi,10021267290,华南,广东省,东莞市,顺丰,坚果炒货,果果仁仁,15,141.075,应收票据
2017/11/27,原生碧根果218g,Denise Monton,10021267337,东北,黑龙江,黑河市,圆通,坚果炒货,果果仁仁,47,841.77,应收账款
2017/11/13,蟹香腰果180g,Ed Braxton,10021267474,华南,广东省,梅州市,顺丰,坚果炒货,果果仁仁,6,102.03,应收票据
2017/1/12,蛋花玉米65g,Roy Phan,10021267499,华北,北京市,北京市,申通,坚果炒货,特惠炒货,37,91.575,应收账款
2016/2/27,甘草西瓜子218g,Keith Dawkins,10021267536,华北,内蒙古,呼和浩特市,中通,坚果炒货,磕壳坚果,28,343.14,应收账款
2017/4/11,夏威夷果盐焗味200g,Ricardo Block,10021267604,华南,广西省,柳州市,圆通,坚果炒货,磕壳坚果,11,201.388,应收票据
2017/9/26,夏威夷果盐焗味200g,Stuart Calhoun,10021267646,西北,陕西省,西安市,韵达,坚果炒货,磕壳坚果,20,390.04,预付账款
2016/10/13,烘烤薯片原味98g,James Lanier,10021267705,华南,广东省,佛山市,圆通,坚果炒货,果果仁仁,12,114.048,应收票据
2016/8/28,鱼骨青豆80g,Matthew Clasen,10021267719,东北,辽宁省,营口市,顺丰,坚果炒货,特惠炒货,9,85.536,应收账款
2016/6/29,多味花生148g,Duane Huffman,10021267782,华南,河南省,平顶山市,顺丰,坚果炒货,特惠炒货,34,156.604,应收票据
2017/9/21,甘草西瓜子218g,Phillip Breyer,10021267785,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,41,523.611,应收票据
2017/7/17,甘栗仁80g,Joe Elijah,10021267812,华南,河南省,平顶山市,顺丰,坚果炒货,果果仁仁,47,324.3,应收票据
2016/1/5,蟹黄风味豆瓣120g,Dianna Vittorini,10021267877,华北,内蒙古,乌兰察布市,顺丰,坚果炒货,果果仁仁,23,99.36,应收账款
2017/3/5,甘草西瓜子218g,Joseph Airdo,10021267909,华东,福建省,南平市,中通,坚果炒货,磕壳坚果,16,196.08,预付账款
2017/11/24,甘栗仁80g,Rick Wilson,10021267965,华南,广东省,潮州市,顺丰,坚果炒货,果果仁仁,4,27.048,应收票据
2017/3/1,瓜蒌子奶香味150g,Steve Chapman,10021268376,华东,上海市,上海市,韵达,坚果炒货,磕壳坚果,8,131.144,应收账款
2017/3/21,多味葵花籽180g,Fred Harton,10021268386,东北,辽宁省,营口市,顺丰,坚果炒货,磕壳坚果,18,126.9,应收账款
2017/10/4,甘栗仁150g,Andy Yotov,10021268442,华东,福建省,龙岩市,中通,坚果炒货,果果仁仁,48,619.2,应收账款
2016/1/5,东北红松218g,Dorris Love,10021268471,东北,辽宁省,沈阳市,韵达,坚果炒货,磕壳坚果,24,674.544,应收账款
2016/9/24,西瓜子奶油味218g,Maxwell Schwartz,10021268485,华南,广西省,柳州市,圆通,坚果炒货,磕壳坚果,44,539.22,应收票据
2017/7/3,炒米（蛋黄味）240g,Benjamin Patterson,10021268505,华北,河北省,邢台市,韵达,坚果炒货,特惠炒货,36,459.756,应收账款
2016/8/25,东北红松330g,Eric Barreto,10021268532,华东,浙江省,衢州市,顺丰,坚果炒货,磕壳坚果,10,371.07,应收账款
2016/6/4,小米锅巴孜然味90g,Mitch Webber,10021268587,华南,广东省,河源市,韵达,坚果炒货,特惠炒货,34,164.9,应收票据
2016/1/1,甘草西瓜子90g,Jessica Myrick,10021268683,华南,河南省,濮阳市,顺丰,坚果炒货,磕壳坚果,32,142.688,应收票据
2016/6/13,奶油味黑葵花籽150g,Henry MacAllister,10021268757,东北,吉林省,长春市,韵达,坚果炒货,磕壳坚果,16,142.56,应收账款
2017/1/8,奶香良品山核桃238g,Victoria Pisteka,10021268846,华北,内蒙古,呼伦贝尔市,顺丰,坚果炒货,磕壳坚果,33,917.631,应收账款
2017/10/8,精装纸皮核桃380g,Jill Stevenson,10021268942,华北,内蒙古,鄂尔多斯市,顺丰,坚果炒货,磕壳坚果,8,290.472,应收账款
2017/6/15,椰香玉米65g*5,Kelly Williams,10021269015,华北,天津市,天津市,韵达,坚果炒货,特惠炒货,1,10.682,应收账款
2017/2/23,夏威夷果盐焗味200g,Alex Grayson,10021269018,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,29,519.39,应收账款
2016/5/23,东北红松218g,Justin Ellison,10021269055,华南,海南省,三亚市,顺丰,坚果炒货,磕壳坚果,37,1006.733,应收票据
2016/1/12,碧根果仁（芝麻味）125g,Guy Thornton,10021269069,西北,陕西省,延安市,顺丰,坚果炒货,果果仁仁,27,579.474,预付账款
2017/4/10,蟹黄风味豆瓣120g,Karl Brown,10021269093,华东,安徽省,芜湖市,顺丰,坚果炒货,果果仁仁,27,109.35,应收账款
2017/1/5,甘草西瓜子218g,Anna Andreadi,10021269196,华东,江苏省,南京市,顺丰,坚果炒货,磕壳坚果,6,77.4,预付账款
2017/5/14,甘栗仁80g,Claire Good,10021269250,华南,广东省,佛山市,申通,坚果炒货,果果仁仁,33,211.761,应收票据
2016/1/3,碧根果椒盐味190g*3,Andy Reiter,10021269291,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,12,644.28,应收账款
2016/9/25,东北红松330g,James Galang,10021269399,华北,内蒙古,呼和浩特市,圆通,坚果炒货,磕壳坚果,33,1264.032,应收账款
2016/5/13,碧根果椒盐味190g*3,Carlos Meador,10021269402,华东,江苏省,南京市,顺丰,坚果炒货,磕壳坚果,6,332.76,应收账款
2016/7/6,东北红松218g,Michael Granlund,10021269438,西北,陕西省,渭南市,韵达,坚果炒货,磕壳坚果,42,1167.894,预付账款
2017/2/11,碧根果椒盐味190g*3,Chuck Clark,10021269468,华南,湖北省,十堰市,中通,坚果炒货,磕壳坚果,34,1865.58,应收票据
2016/1/21,炭烧腰果238g,Roy Phan,10021269479,西北,甘肃省,武威市,顺丰,坚果炒货,果果仁仁,40,917.76,预付账款
2017/8/16,奶香味四粒红花生180g,Corey Catlett,10021269502,华南,海南省,海口市,申通,坚果炒货,磕壳坚果,5,37.125,应收票据
2016/6/1,原味松子218g,Craig Carroll,10021269508,东北,辽宁省,鞍山市,圆通,坚果炒货,果果仁仁,34,836.57,应收账款
2017/9/6,椰香玉米65g*5,Alex Avila,10021269560,华南,海南省,三沙市,顺丰,坚果炒货,特惠炒货,20,209.28,应收票据
2017/4/16,爆米花（奶油味）118g,Pamela Stobb,10021269564,东北,辽宁省,沈阳市,中通,坚果炒货,特惠炒货,35,289.695,应收账款
2016/11/7,夏威夷果盐焗味200g,Henry Goldwyn,10021269565,华南,广东省,惠州市,韵达,坚果炒货,磕壳坚果,45,814.905,应收票据
2016/11/7,夏威夷果盐焗味200g,Henry Goldwyn,10021269565,华南,广东省,惠州市,韵达,坚果炒货,磕壳坚果,45,814.905,应收票据
2016/3/27,精装纸皮核桃380g,Christopher Schild,10021269640,华东,福建省,三明市,顺丰,坚果炒货,磕壳坚果,39,1400.49,预付账款
2017/7/18,淮盐花生米100g,Joel Eaton,10021269654,东北,辽宁省,营口市,顺丰,坚果炒货,果果仁仁,2,9.702,应收账款
2017/10/25,奶香良品山核桃238g,Luke Weiss,10021269689,华南,广东省,韶关市,圆通,坚果炒货,磕壳坚果,31,917.631,应收票据
2016/8/22,良品山核桃椒盐味238g,Alan Hwang,10021269708,西北,甘肃省,平凉市,圆通,坚果炒货,磕壳坚果,40,1043.72,预付账款
2016/11/5,小米锅巴（麻辣味）90g,Art Miller,10021269709,华北,内蒙古,赤峰市,韵达,坚果炒货,特惠炒货,5,24.5,应收账款
2016/11/5,小米锅巴（麻辣味）90g,Art Miller,10021269709,华北,内蒙古,赤峰市,韵达,坚果炒货,特惠炒货,5,24.5,应收账款
2017/6/2,东北红松330g,Tracy Zic,10021269730,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,25,967.575,应收票据
2017/3/29,小米锅巴（麻辣味）90g,Shahid Hopkins,10021269735,华北,内蒙古,巴彦淖尔市,顺丰,坚果炒货,特惠炒货,5,23.5,应收账款
2017/5/26,伊朗开心果190g,Mike Gockenbach,10021269737,东北,辽宁省,营口市,韵达,坚果炒货,磕壳坚果,43,1285.7,应收账款
2016/6/3,奶香良品山核桃238g,Jonathan Doherty,10021269741,西北,甘肃省,兰州市,顺丰,坚果炒货,磕壳坚果,42,1155.336,预付账款
2016/11/23,话梅味西瓜子105g,Ruben Ausman,10021269849,华南,广西省,贵港市,圆通,坚果炒货,磕壳坚果,48,304.704,应收票据
2016/11/23,话梅味西瓜子105g,Ruben Ausman,10021269849,华南,广西省,贵港市,圆通,坚果炒货,磕壳坚果,48,304.704,应收票据
2016/6/12,话梅味西瓜子105g,Carl Weiss,10021269988,华东,江西省,吉安市,中通,坚果炒货,磕壳坚果,36,248.4,应收账款
2017/1/18,烘烤薯片番茄味98g,Alex Russell,10021270073,西北,甘肃省,庆阳市,顺丰,坚果炒货,特惠炒货,4,38.808,预付账款
2016/3/29,手剥甘栗120g,Barry Blumstein,10021270355,华南,海南省,三沙市,顺丰,坚果炒货,磕壳坚果,18,182.16,应收票据
2016/7/1,奶香巴旦木238g,Tony Sayre,10021270388,东北,吉林省,吉林市,圆通,坚果炒货,磕壳坚果,40,1316,应收账款
2017/9/14,炒米（蛋黄味）240g,Linda Southworth,10021270430,华南,海南省,海口市,申通,坚果炒货,特惠炒货,13,155.961,应收票据
2016/7/24,奶香巴旦木238g,Jeremy Pistek,10021270431,西北,甘肃省,嘉峪关市,圆通,坚果炒货,磕壳坚果,33,1074.843,预付账款
2016/5/27,小米锅巴孜然味90g,Berenike Kampe,10021270434,华南,广西省,梧州市,圆通,坚果炒货,特惠炒货,26,130,应收票据
2016/3/15,瓜蒌子奶香味150g,Chuck Sachs,10021270443,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,17,275.808,应收票据
2016/6/17,盐焗扁核仁210g,Parhena Norris,10021270532,东北,辽宁省,盘锦市,圆通,坚果炒货,果果仁仁,42,1205.568,应收账款
2016/7/3,椰香玉米65g*5,Maxwell Schwartz,10021270548,华北,山西省,忻州市,顺丰,坚果炒货,特惠炒货,19,202.958,应收账款
2016/1/6,原生碧根果218g,Craig Leslie,10021270651,华南,海南省,海口市,申通,坚果炒货,果果仁仁,2,37.412,应收票据
2016/7/4,东北红松330g,Cynthia Voltz,10021271021,华南,广东省,深圳市,中通,坚果炒货,磕壳坚果,14,525.084,应收票据
2016/5/7,淮盐花生米100g,Tom Stivers,10021271139,华北,河北省,石家庄市,申通,坚果炒货,果果仁仁,48,235.2,应收账款
2016/6/12,自然开心果210g,Cari Schnelling,10021271377,华东,安徽省,阜阳市,顺丰,坚果炒货,磕壳坚果,50,2345.3,预付账款
2017/6/1,瓜蒌子奶香味150g,Bill Tyler,10021271452,西北,甘肃省,兰州市,圆通,坚果炒货,磕壳坚果,21,351.351,预付账款
2016/3/25,小米锅巴五香味90g,Dario Medina,10021271459,华北,内蒙古,呼和浩特市,韵达,坚果炒货,特惠炒货,2,11.04,应收账款
2017/11/9,野山小核桃仁160g,Sarah Brown,10021271460,华东,安徽省,淮南市,韵达,坚果炒货,果果仁仁,20,1081.92,应收账款
2016/7/24,奶香良品山核桃238g,Jim Sink,10021271495,华北,山西省,运城市,顺丰,坚果炒货,磕壳坚果,31,871.286,应收账款
2017/9/19,盐焗腰果180g,Helen Andreada,10021271503,东北,黑龙江,黑河市,EMS,坚果炒货,果果仁仁,15,268.65,应收账款
2016/5/18,多味葵花籽180g,Dianna Vittorini,10021271515,华南,广东省,云浮市,顺丰,坚果炒货,磕壳坚果,3,20.925,应收票据
2017/8/26,碧根果椒盐味190g*3,Joy Bell,10021271586,华南,海南省,三亚市,韵达,坚果炒货,磕壳坚果,28,1602.44,应收票据
2017/11/23,沙拉薯条150g,Neola Schneider,10021271593,华南,广东省,汕头市,中通,坚果炒货,特惠炒货,32,221.76,应收票据
2017/5/3,西瓜子话梅味218g,Nathan Cano,10021271630,华南,河南省,郑州市,圆通,坚果炒货,磕壳坚果,29,433.434,应收票据
2017/8/11,手剥甘栗120g,Elizabeth Moffitt,10021271702,华东,山东省,烟台市,顺丰,坚果炒货,磕壳坚果,19,196.46,应收账款
2017/9/25,甘草西瓜子218g,Becky Castell,10021271749,华东,福建省,莆田市,圆通,坚果炒货,磕壳坚果,12,153.252,应收账款
2017/10/31,东北红松218g,Tracy Poddar,10021271908,西南,四川省,乐山市,顺丰,坚果炒货,磕壳坚果,46,1237.86,预付账款
2016/1/14,甘栗仁80g,Jennifer Patt,10021271949,华南,广东省,佛山市,圆通,坚果炒货,果果仁仁,21,144.9,应收票据
2017/6/21,精装纸皮核桃380g,Denny Joy,10021272125,华北,内蒙古,包头市,申通,坚果炒货,磕壳坚果,37,1328.67,应收账款
2017/10/24,精装纸皮核桃380g,Erica Bern,10021272747,华东,福建省,三明市,顺丰,坚果炒货,磕壳坚果,7,273.714,应收账款
2016/1/3,伊朗开心果190g,Larry Tron,10021272845,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,12,340.86,应收票据
2017/4/7,东北红松218g,Christy Brittain,10021273155,华北,天津市,天津市,顺丰,坚果炒货,磕壳坚果,39,1096.134,应收账款
2017/1/23,青豌豆蒜香味120g,Juliana Krohn,10021273689,东北,辽宁省,辽阳市,顺丰,坚果炒货,特惠炒货,47,298.356,应收账款
2016/7/31,夏威夷果盐焗味200g,Ben Peterman,10021273732,东北,黑龙江,佳木斯市,顺丰,坚果炒货,磕壳坚果,23,425.661,应收账款
2016/11/3,甘草西瓜子90g,Julie Creighton,10021273818,华南,湖北省,孝感市,顺丰,坚果炒货,磕壳坚果,11,49.588,应收票据
2016/11/3,甘草西瓜子90g,Julie Creighton,10021273818,华南,湖北省,孝感市,顺丰,坚果炒货,磕壳坚果,11,49.588,应收票据
2016/5/18,夏威夷果盐焗味200g,Brendan Murry,10021273950,华北,山西省,忻州市,顺丰,坚果炒货,磕壳坚果,15,295.515,应收账款
2016/4/18,精装纸皮核桃380g,Luke Schmidt,10021274008,西南,重庆市,重庆市,圆通,坚果炒货,磕壳坚果,14,536.256,预付账款
2017/4/8,甘栗仁80g,Deborah Brumfield,10021274037,华南,海南省,三亚市,顺丰,坚果炒货,果果仁仁,20,131.1,应收票据
2016/3/11,精装纸皮核桃380g,Heather Kirkland,10021274080,西北,甘肃省,白银市,顺丰,坚果炒货,磕壳坚果,11,403.788,预付账款
2017/5/26,椰香玉米65g*5,Art Foster,10021274111,华北,山西省,大同市,圆通,坚果炒货,特惠炒货,33,345.312,应收账款
2017/3/1,精装纸皮核桃380g,Caroline Jumper,10021274224,西南,四川省,成都市,中通,坚果炒货,磕壳坚果,7,268.128,预付账款
2017/12/24,甘草西瓜子90g,Guy Thornton,10021274316,西北,甘肃省,平凉市,圆通,坚果炒货,磕壳坚果,2,9.702,预付账款
2016/2/16,原生碧根果218g,Paul Stevenson,10021274342,华南,广西省,玉林市,圆通,坚果炒货,果果仁仁,15,292.53,应收票据
2017/1/13,炭烧腰果120g,Larry Hughes,10021274402,华东,福建省,莆田市,圆通,坚果炒货,果果仁仁,26,287.742,预付账款
2017/5/10,椰香玉米65g,Bill Donatelli,10021274409,华东,福建省,莆田市,圆通,坚果炒货,特惠炒货,39,89.7,预付账款
2016/4/10,奶油味黑葵花籽150g,John Dryer,10021275084,华南,湖南省,岳阳市,顺丰,坚果炒货,磕壳坚果,24,223.344,应收票据
2016/2/27,盐焗扁核仁210g,Cari Sayre,10021275602,华南,广西省,桂林市,申通,坚果炒货,果果仁仁,16,478.4,应收票据
2017/10/16,沙拉薯条150g,Craig Yedwab,10021276096,西北,甘肃省,兰州市,韵达,坚果炒货,特惠炒货,9,56.7,预付账款
2016/11/5,东北红松330g,Doug O'Connell,10021276114,华东,浙江省,舟山市,顺丰,坚果炒货,磕壳坚果,13,487.578,应收账款
2016/11/5,东北红松330g,Doug O'Connell,10021276114,华东,浙江省,舟山市,顺丰,坚果炒货,磕壳坚果,13,487.578,预付账款
2016/5/18,奶香味四粒红花生180g,Dianna Vittorini,10021276139,华北,山西省,太原市,顺丰,坚果炒货,磕壳坚果,42,296.1,应收账款
2017/10/29,炭烧腰果238g,Eugene Hildebrand,10021276168,华南,河南省,安阳市,圆通,坚果炒货,果果仁仁,7,160.608,应收票据
2016/5/12,蟹香腰果180g,Justin Knight,10021276218,华东,浙江省,杭州市,申通,坚果炒货,果果仁仁,4,70.168,应收账款
2017/5/7,蟹香腰果180g,Dorothy Dickinson,10021276540,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,47,841.3,应收票据
2017/3/12,蛋花玉米65g,Carlos Soltero,10021276728,华北,北京市,北京市,申通,坚果炒货,特惠炒货,13,30.225,应收账款
2017/8/26,多味葵花籽180g,Nona Balk,10021276958,华南,广西省,桂林市,申通,坚果炒货,磕壳坚果,12,88.2,应收票据
2017/3/30,野山小核桃仁160g,Gary Zandusky,10021277101,西北,陕西省,西安市,顺丰,坚果炒货,果果仁仁,29,1705.2,预付账款
2017/11/13,碧根果仁（芝麻味）125g,Christine Sundaresam,10021277137,西北,甘肃省,兰州市,圆通,坚果炒货,果果仁仁,44,963.6,预付账款
2016/7/29,盐焗腰果180g,Christy Brittain,10021277246,华东,安徽省,铜陵市,顺丰,坚果炒货,果果仁仁,19,374.319,应收账款
2016/1/17,奶香味四粒红花生180g,Katherine Ducich,10021277453,华南,广西省,桂林市,申通,坚果炒货,磕壳坚果,26,183.3,应收票据
2017/8/6,爆米花（奶油味）118g,Nicole Fjeld,10021277747,华南,广西省,桂林市,圆通,坚果炒货,特惠炒货,2,17.088,应收票据
2016/7/4,良品山核桃椒盐味238g,Darren Powers,10021277826,华东,上海市,上海市,中通,坚果炒货,磕壳坚果,21,531.006,应收账款
2016/9/29,葵花籽奶油味190g,Nat Carroll,10021278004,东北,黑龙江,双鸭山市,圆通,坚果炒货,磕壳坚果,5,36.34,应收账款
2016/11/30,小米锅巴（麻辣味）90g,Kelly Lampkin,10021278023,东北,吉林省,四平市,申通,坚果炒货,特惠炒货,22,99,应收账款
2016/11/30,小米锅巴（麻辣味）90g,Kelly Lampkin,10021278023,东北,吉林省,四平市,申通,坚果炒货,特惠炒货,22,99,应收账款
2017/4/10,精装纸皮核桃380g,Richard Eichhorn,10021278108,华南,海南省,海口市,申通,坚果炒货,磕壳坚果,28,1038.996,应收票据
2016/6/2,西瓜子话梅味218g,Charles Sheldon,10021278182,西南,四川省,宜宾市,申通,坚果炒货,磕壳坚果,21,310.527,预付账款
2017/5/25,淮盐花生米100g,Deirdre Greer,10021278191,华东,浙江省,宁波市,圆通,坚果炒货,果果仁仁,12,56.448,预付账款
2017/7/4,烘烤薯片原味98g,Justin Knight,10021278233,华北,山西省,晋城市,韵达,坚果炒货,果果仁仁,6,57.024,应收账款
2017/12/30,小米锅巴孜然味90g,Carlos Soltero,10021278243,华南,河南省,平顶山市,顺丰,坚果炒货,特惠炒货,13,58.5,应收票据
2017/12/4,小米锅巴（麻辣味）90g,Aaron Smayling,10021278248,西北,陕西省,西安市,申通,坚果炒货,特惠炒货,22,110,预付账款
2016/5/4,夏威夷果盐焗味200g,Victoria Pisteka,10021278314,西南,四川省,广安市,圆通,坚果炒货,磕壳坚果,49,965.349,预付账款
2017/3/1,小米锅巴孜然味90g,Caroline Jumper,10021278347,华南,广西省,南宁市,中通,坚果炒货,特惠炒货,31,144.15,应收票据
2016/1/6,手造麻薯（榴莲味）150g,Victor Price,10021278402,东北,辽宁省,大连市,中通,坚果炒货,果果仁仁,19,112.86,应收账款
2016/3/22,甘栗仁100g,Pamela Stobb,10021278438,华南,广东省,广州市,申通,坚果炒货,果果仁仁,39,266.409,应收票据
2017/4/30,话梅味西瓜子105g,Nora Pelletier,10021278451,华南,湖南省,衡阳市,顺丰,坚果炒货,磕壳坚果,46,301.53,应收票据
2017/9/25,烘烤薯片原味98g,James Galang,10021278532,华东,江苏省,宿迁市,申通,坚果炒货,果果仁仁,44,396.396,应收账款
2016/1/9,奶香味四粒红花生180g,Mark Haberlin,10021278549,华南,广东省,江门市,顺丰,坚果炒货,磕壳坚果,11,80.85,应收票据
2016/6/13,奶香味四粒红花生180g,Arthur Gainer,10021278557,华南,广西省,贺州市,顺丰,坚果炒货,磕壳坚果,9,64.8,应收票据
2016/11/23,夏威夷果盐焗味200g,Roy Skaria,10021278643,华北,河北省,石家庄市,圆通,坚果炒货,磕壳坚果,49,916.594,应收账款
2016/11/23,夏威夷果盐焗味200g,Roy Skaria,10021278643,华北,河北省,石家庄市,圆通,坚果炒货,磕壳坚果,49,916.594,应收账款
2017/1/26,甘栗仁150g,Arthur Prichep,10021278668,华北,山西省,太原市,中通,坚果炒货,果果仁仁,47,569.922,应收账款
2016/5/11,手造麻薯（榴莲味）150g,Jay Fine,10021278698,东北,辽宁省,营口市,顺丰,坚果炒货,果果仁仁,13,76.44,应收账款
2016/7/16,东北红松330g,Skye Norling,10021278708,华东,浙江省,湖州市,申通,坚果炒货,磕壳坚果,18,711.018,应收账款
2017/2/8,精装纸皮核桃380g,Pauline Johnson,10021278740,华南,海南省,三亚市,顺丰,坚果炒货,磕壳坚果,37,1343.433,应收票据
2017/5/5,小米锅巴（麻辣味）90g,Kelly Andreada,10021278762,华东,浙江省,台州市,圆通,坚果炒货,特惠炒货,48,228,预付账款
2017/2/20,奶油味黑葵花籽150g,Lynn Smith,10021278764,华南,广东省,潮州市,顺丰,坚果炒货,磕壳坚果,16,150.48,应收票据
2016/11/12,蟹香腰果180g,Ed Braxton,10021278819,华东,山东省,济宁市,顺丰,坚果炒货,果果仁仁,10,168.26,预付账款
2016/11/12,蟹香腰果180g,Ed Braxton,10021278819,华东,山东省,济宁市,顺丰,坚果炒货,果果仁仁,10,168.26,预付账款
2017/12/11,甘草西瓜子90g,Maureen Fritzler,10021278827,东北,辽宁省,大连市,顺丰,坚果炒货,磕壳坚果,4,17.64,应收账款
2016/10/8,盐焗扁核仁210g,Ralph Knight,10021278890,华南,湖南省,衡阳市,顺丰,坚果炒货,果果仁仁,15,408.135,应收票据
2017/5/28,黑珍珠葵瓜子110g,Adam Bellavance,10021278921,华南,湖北省,黄冈市,顺丰,坚果炒货,磕壳坚果,7,31.5,应收票据
2016/7/6,椰香玉米65g,Michael Granlund,10021279081,华南,湖南省,株洲市,韵达,坚果炒货,特惠炒货,40,90,应收票据
2016/2/7,炭烧腰果120g,Ed Braxton,10021279196,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,30,328.44,应收账款
2016/9/8,瓜蒌子奶香味150g,Christopher Martinez,10021279243,东北,吉林省,长春市,顺丰,坚果炒货,磕壳坚果,38,622.934,应收账款
2016/9/30,炭烧腰果120g,Michelle Tran,10021279292,华北,内蒙古,呼和浩特市,顺丰,坚果炒货,果果仁仁,29,338.198,应收账款
2016/1/8,肉松青豆120g,Ruben Dartt,10021279305,华东,安徽省,蚌埠市,圆通,坚果炒货,特惠炒货,25,162.15,应收账款
2016/5/16,多味花生148g,Denny Ordway,10021279398,华南,广东省,广州市,圆通,坚果炒货,特惠炒货,17,79.135,应收票据
2017/2/17,小米锅巴五香味90g,Michelle Ellison,10021279508,华北,山西省,忻州市,顺丰,坚果炒货,特惠炒货,31,169.26,应收账款
2016/5/15,椰香玉米65g,Dennis Bolton,10021279524,华南,河南省,郑州市,中通,坚果炒货,特惠炒货,50,121.25,应收票据
2017/10/26,奶油味黑葵花籽150g,Luke Schmidt,10021279573,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,14,134.442,应收票据
2017/6/14,自然开心果210g,Clytie Kelty,10021279625,东北,吉林省,白城市,EMS,坚果炒货,磕壳坚果,18,898.2,应收账款
2017/9/17,多味葵花籽180g,Christine Phan,10021279701,华南,湖南省,湘潭市,韵达,坚果炒货,磕壳坚果,35,236.25,应收票据
2017/8/13,小米锅巴（麻辣味）90g,Mick Crebagga,10021279801,东北,辽宁省,营口市,顺丰,坚果炒货,特惠炒货,9,40.5,应收账款
2016/7/12,肉松青豆120g,Ralph Kennedy,10021279804,华南,广东省,惠州市,韵达,坚果炒货,特惠炒货,1,6.624,应收票据
2017/1/25,多味葵花籽180g,Jim Sink,10021279808,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,45,320.625,应收票据
2017/11/9,奶油味黑葵花籽150g,Tanja Norvell,10021279847,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,25,240.075,应收票据
